https://api-na-adrv2.padsv.gungho.jp/api.php?action=clear_dungeon;pid;sid;hash;tmd;nxc;;dung;floor;v;c;r;m;key;e_key;e_chksum;ss;;;s;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;sm;cm
224;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7ae7db17;71bd7ea7;10;1;2;215;1300;0;3A89B955;56;BE;207f7192;10:50:58;0:00:05;349706;93ca54f5;acd09d9a;16cb9d19;1c3679f9;440e09b4;a2823743;65736eef;6edd0143;98fbb5f9;7fc6bf0b;5125961e;a0d6bd46;7f0b059d;882ea055;423b2339;4fbf677f;ba56fdf6;393e231c;566b66f0;da44a674;0
225;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;17c8bfbe;ebfb8c71;10;1;2;215;1300;0;083082FF;70;C7;207f7198;10:51:04;0:00:06;349706;1e6fe485;afc331c3;9c939473;bf769acc;a3eba669;c392e897;b5b6a4e2;73e93dfe;ee633fa0;6865744e;e8cb4ace;649e86ad;9932c947;c13fb45d;dbfcf9b8;f18aa93;342f392a;af7f37a4;f5ac46d3;da44a671;0
226;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c68221cf;fc12286c;10;1;2;215;1300;0;7978B255;56;F1;207f719d;10:51:09;0:00:05;349706;674fb1f6;3237d7e3;36b9b7a0;c7816a76;f3cd53fc;89cad194;789851db;4d741b44;e039dd01;2a3d6bf1;672b0c0c;326f8748;452c1b7;70ccefba;86c781cc;d938627a;c463ea80;e758876f;250d2c10;da44a68e;0
227;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;915affeb;beffa519;10;1;2;215;1300;0;C12BC511;0C;72;207f71a2;10:51:14;0:00:05;349706;b02e7f23;b4ac7e02;d0e0dad6;cf8c7b1b;43afff72;5002ba94;3b7afed3;26fef88b;d20f7a61;ec144115;e58acd4a;408443;6f72ba24;205a2b17;319209e0;a3571a60;54979bd6;1f391736;546e114c;da44a68b;0
228;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ff371b08;80b173ff;10;1;2;215;1300;0;A1A7AC77;0E;55;207f71a7;10:51:19;0:00:05;349706;f90e4c0c;37212422;6b06fe04;d79644cc;9392ab00;163aa394;fe5dabc8;88d5d2;c3e617c2;adeca4b8;63ea8e88;ce118532;da92b294;cfe86673;dc5c91f5;6d77d246;e4cb4d2c;571be6f0;83cff689;da44a680;0
229;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2814e6f1;1f6e4182;10;1;2;215;1300;0;5C2DD588;F8;1C;207f71ac;10:51:24;0:00:05;349706;41ed1979;b995ca42;52d21ba;dfa15476;e3745096;dc728c94;c13f58c1;da12b318;b5bcb523;6fc49adc;e24a4fc6;9be27a29;45b2ab04;7f75a1d0;87271a09;37968a2d;74fffe82;8ff476bb;b32fdbc6;da44a69d;0
230;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;781e312b;b213e187;10;1;2;215;1300;0;4F0187DD;E8;69;207f71b1;10:51:29;0:00:05;349706;8acde6aa;3c0a706d;9f5344ef;e7ab251b;3356fc24;a2aa7594;842105b6;b39d905f;a7925283;319cf047;60a91104;69b37b24;b0d2a374;2f03dd2c;31f2a21d;1b64213;534afd8;c7d5c602;e290c103;da44a69a;0
231;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;722adc53;35cda227;10;1;2;215;1300;0;B6B6A688;61;54;207f71b6;10:51:34;0:00:05;349706;d3adb397;be7f168d;3979681d;efb636cd;8339a9ba;68e25e94;4703b2af;8d276da5;9969efe4;f374d7eb;df09d242;37847837;1bf29be4;de911889;dcbd2a32;cbd6f9fa;9568612e;ffb655cd;11f1a640;da44a697;0
232;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9fcb5487;7845bcf9;10;1;2;215;1300;0;5B5CCFAA;CB;CB;207f71bb;10:51:39;0:00:05;349706;1c8c80c0;40f3bcac;d3a08b53;f7c10676;d31b5549;2f1a4794;9e65fa7;66b14aec;8b3f8d45;b54ccd0e;5d689380;5567906;87129454;8e1f53e6;8788b246;95f5b1e0;259c1284;37972594;41528b7d;da44a6ac;0
233;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;601eb520;025be106;10;1;2;215;1300;0;5BC5A099;AC;DA;207f71c0;10:51:44;0:00:05;349706;656c4e2d;c36862cc;6dc6ae81;ffcb171b;22fd02df;f5523094;ccc80c9c;403c2832;7d152aa5;772420b2;dbc854be;d3277e04;f2338cc4;3dac8f42;32533a5a;601569c6;b5d0c3da;6e70b55e;70b370ba;da44a6a9;0
234;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;90afd4e1;1e4dfa09;10;1;2;215;1300;0;B507AA22;A5;07;207f71c5;10:51:49;0:00:05;349706;ae4b1b1e;45dd08ef;7edd236;7d6e0cd;72dfae6d;bb8a1994;8faab995;19c60579;6eecc806;38ff06d5;5a2815fb;a0f87f31;5d538534;ed3aca9f;dd1ec26e;2a3421ad;46047530;a6510519;a01455f7;da44a6a6;0
235;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7a252ecc;cce252a7;10;1;2;215;1300;0;1FCBC766;63;95;207f71ca;10:51:54;0:00:05;349706;f72be84b;c851af0f;a213f564;fe1f076;c2c25be3;81c20294;528c668a;f350e2bf;60c26566;fad77c79;d887d739;6ec97c3a;c8737da5;9cc805fb;87e94a83;f454d993;d6382686;de3394e0;cf743b34;da44a6a3;0
236;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;be87cf56;65fc78eb;10;1;2;215;1300;0;9609B711;E0;B7;207f71cf;10:51:59;0:00:05;349706;400ab5b4;4ac6552e;3c39189a;17ebc11b;12a40771;47faeb94;156f1383;ccdac006;529802c7;bcaf539c;56e79877;3c9a7d3b;33937615;4c554158;32b4d297;be73917a;666dd7dc;160c64ab;fed52071;da44a6b8;0
237;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f47a1c44;44c1a74f;10;1;2;215;1300;0;ED18B4AA;A3;98;207f71d4;10:52:04;0:00:05;349706;88ea82e1;cd3bfb4e;d6603bcf;1ff6d2cd;6286b307;e32d494;d851c07b;a6659d4c;446fa028;7e874900;d54659b5;a6b7230;9eb36e85;fbe37cb4;dd7f5aab;88934960;f6a18932;4eedf475;2e3605ae;da44a6b5;0
238;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c5b877e3;3e778b5c;10;1;2;215;1300;0;7FD49622;2E;56;207f71d9;10:52:09;0:00:05;349706;d1c94fd2;4fb0a169;70865f7d;2800a276;b2695895;d46abd94;9b336d70;7fef7a93;36453d88;405facab;53a61af3;d83c733d;9d366f5;ab71b811;884ae2c0;52b20146;86d53a88;86ce443c;5d97eaea;da44a6b2;0
239;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;88d58268;86285d88;10;1;2;215;1300;0;6.67E+70;F9;A5;207f71de;10:52:14;0:00:05;349706;1aa91d3f;d2244789;aad82b3;300bb31b;24b0428;9aa2a694;5e151a69;597957da;281bdae9;23782cf;d205dc31;a60d70be;74f35f65;5afef36e;33156ad4;1cd2b92d;1709ebdf;beaf2b87;8cf8d027;da44a6cf;0
240;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a5bea95f;f59aeb5a;10;1;2;215;1300;0;2085A077;96;04;207f71e3;10:52:19;0:00:05;349706;6388ea68;5499eda8;a4d3a5e1;3816bccd;522db1be;60da8f94;20f8c75e;33043520;19f1784a;c40ff872;50659d6f;73de71bf;e01357d5;a8c2eca;dde0f2e8;e6f17113;a73d9d35;f688bb4e;bc59b564;da44a6c4;0
241;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a688534b;b435886a;10;1;2;215;1300;0;8949B833;AD;92;207f71e8;10:52:24;0:00:05;349706;ac68b755;d70e93c8;3ef9c916;40208c76;a2105d4c;27127894;e3da7456;c8e1267;bc815aa;85e6df96;cec55ead;41af76bc;4b335045;ba1a6a27;88ab7afd;b11128fa;37714e8b;2d6a0b09;ebb99aa1;da44a6c1;0
242;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;88d58268;86285d88;10;1;2;215;1300;0;B367AEDD;6D;66;207f71ed;10:52:29;0:00:05;349706;f5478486;598239eb;d920ec44;482b9d1b;f1f20ac2;ed4a6194;a6bc214f;e618efad;fd9eb30b;47be353a;4d241feb;f8077b9;b65448b2;69a8a583;33760311;7b30e0e0;c7a6ffe1;654b9ad3;1b1a7fde;da44a6de;0
243;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f8d89c26;62c98d8f;10;1;2;215;1300;0;D70BC788;8C;0C;207f71f2;10:52:34;0:00:05;349706;3e2751f3;dbf7e00b;73460ffa;50366ecd;41d4b650;b3824a95;699ece44;bfa2ccf4;ef74506b;9962b5d;cb84e129;dd5274b2;21744122;1935e0e0;de418b25;455098c6;57dab137;9d246a9a;4a7b651b;da44a6db;0
244;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2da13e28;82e31ad2;10;1;2;215;1300;0;D278B255;46;88;207f71f7;10:52:39;0:00:05;349706;87061edc;5e6c862a;d6d332f;58407e76;91b663e6;79ba3395;2c817b3d;992daa3a;e14bedcc;cb6e0ec1;49e3a267;ab237583;8c943992;c8c31c3d;890c133a;f7050ad;e80e628d;d505fa65;79dc4a58;da44a6d0;0
245;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b95fa588;885af59b;10;1;2;215;1300;0;41CFE4CC;AA;05;207f71fc;10:52:44;0:00:05;349706;cfe6ec09;e0e02c4a;a793565d;604b4f18;e1990f75;3ff21c95;ef632832;72b78781;d3218b2d;8d466464;c84363a4;78f46ab8;f7b43202;78515799;33d79b4e;d98f0893;784213e3;de64a2c;a93d2f95;da44a6ed;0
246;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;71413167;76131417;10;1;2;215;1300;0;D7618488;94;3D;207f7201;10:52:49;0:00:05;349706;18c6b97a;6355d275;41ba7993;685558cd;317bbb0b;62a0595;b245d52a;4c4164c7;c4f7288d;4f1e5b88;46a324e2;46c56bb5;62d42a72;27de92f6;dea22362;a3afc07a;876c539;45c7d9f7;d89e14d2;da44a6ea;0
247;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;436937f2;2f739634;10;1;2;215;1300;0;973AC1AA;44;97;207f7206;10:52:54;0:00:05;349706;61a586a7;e5ca7895;dbe09cc1;70602876;815d6099;cc62ee95;75278223;25cc420e;b6cec5ee;10f6b133;c502e620;149668a1;cdf422e2;d76cce52;896dab77;6dce7860;98aa768f;7da0a9b1;7fefa0f;da44a6e0;0
248;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5c725de9;9ed527c5;10;1;2;215;1300;0;AD149ACC;00;22;207f720b;10:52:59;0:00:05;349706;aa855390;683e1eb4;7606c076;786b3918;d1400c2f;9299d795;380a2f18;ff561f54;a8a4634f;d2ce9757;4362a75e;e26769b6;39141b52;86fa09af;3438338b;37ee3046;28df27e5;b5823978;375fdf4c;da44a6fd;0
249;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;30d1e5b5;5b5e1d03;10;1;2;215;1300;0;85C186BB;F6;B7;207f7210;10:53:04;0:00:05;349706;f36420fd;eab3c4d4;102de3a4;80750acd;2122b9bd;58d1c095;faecdc11;d8e0fc9b;9a7a00af;94a98afa;c1c1689c;b0386eb7;a43413c2;3687450c;df03bb9f;20de82d;b913d93b;ec6388c3;66c0c489;da44a6fa;0
250;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c3917a42;24a7193c;10;1;2;215;1300;0;F4B8B6FF;7E;68;207f7215;10:53:09;0:00:05;349706;3c44ee2e;6d286af7;aa5306da;88801a76;71046533;1f09a995;bdce8906;b26ad9e2;8c519e10;5681e01e;402129da;7e096fc7;f550c33;e6158068;89cd43b3;cc2da013;49478a91;243c188a;9621a9c5;da44a6f7;0
251;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ac7ba823;328ab7ca;10;1;2;215;1300;0;7C5CCFAA;34;C7;207f721a;10:53:14;0:00:05;349706;8523bb1b;ef9c1117;447a2a0f;908beb18;c0e612c1;e5419295;80b035fe;8bf5b728;7e273b71;1859c781;be81eb18;4bda6f36;7a7504a3;95a3bbc5;3498cbc8;964c57fa;d97b3be7;5c1de854;c5828f02;da44a50c;0
252;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a0d4fe73;37ef4d0a;10;1;2;215;1300;0;3B58B244;2D;15;207f7220;10:53:20;0:00:06;349706;fc94b2b;f28fa53c;ca412161;33ca04ef;20c3af7b;65143e6;d0f36bf5;9101f3e3;d38fc518;f49cc4;56279fc9;fa232cd;949bc86d;ceb3cfce;ce59a247;55a59b0e;5353771b;d25ffcdd;64c36ee5;da44a509;0
253;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;236f696e;e696f632;10;1;2;215;1300;0;579EDDBB;78;64;207f7225;10:53:25;0:00:05;349706;58a91814;75044b5f;64684497;3bd51590;70a55b09;cc892ce6;93d518ea;6a8bd12a;c5656278;c2ccf26f;d4866107;dd7335c8;ffbbc0dd;7e410b2a;79242a5b;1fc552f4;e3882871;a384ca7;94245422;da44a506;0
254;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;481f3915;5193f184;10;1;2;215;1300;0;C52FE177;A5;3C;207f722a;10:53:30;0:00:05;349706;a188e541;f778f17f;fe8e67c5;43e0e53a;c087009c;92c115e6;56b7c5e2;4416ae70;b73bffd9;84a4e993;52e62244;ab4434b3;6adbb94a;2dcf4687;23efb26f;e9e40adb;73bcd9c7;4219dc6e;c384395f;da44a503;0
255;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5c725de9;9ed527c5;10;1;2;215;1300;0;4729BBAA;21;78;207f722f;10:53:35;0:00:05;349706;ea68b2b2;79ed979e;98b58b7b;4beaf6ef;106aac12;58f9fee6;199a72db;1da08bb7;a9129d3a;467ccf36;d145e382;791537a2;d5fcb1ba;dd5c81e3;ceba3a83;b404c2c1;3f08b1d;7afaac29;f2e51e9c;da44a518;0
256;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ea28478a;a87482ae;10;1;2;215;1300;0;05B6A300;17;00;207f7234;10:53:40;0:00:05;349706;33477f9f;fc623dbe;32dbaea8;53f5c790;604c59a0;1f31e7e6;dc7c1fd0;f72a68fd;9ae83a9a;854255a;4fa5a4c0;46e636a9;411caa2a;8ceabd40;7985c298;7e237aa8;94243c74;b2db33f0;224603d9;da44a515;0
257;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;4e84b698;896b48e4;10;1;2;215;1300;0;A88DD6BB;BD;99;207f7239;10:53:45;0:00:05;349706;7c274cc8;7ed6e3de;cd01d1de;5c00d73a;b02e0536;e569d0e6;9f5eccc9;d0b44644;8cbed7fb;ca2f18fd;ce0465fe;14b729b4;ac3ca29a;3c78f89d;24504aac;4843328e;2458edca;eab483bb;51a7e916;da44a512;0
258;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;de819dda;add918ed;10;1;2;215;1300;0;0467B0DD;D4;F0;207f723e;10:53:50;0:00:05;349706;c5061a35;14b89f9;6728f50c;640aa0ef;11b2c4;aba1b9e6;624079be;aa3f238a;7e95755b;8c077e61;4c64273c;e2892887;175c9b0a;ec0633f9;cf1bd2c0;1263ea74;b48c9f20;22951305;8108ce53;da44a52f;0
259;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+5bc988b;b889cb5+;10;1;2;215;1300;0;8C3CCB11;4D;75;207f7243;10:53:55;0:00:05;349706;de6e766;83c03019;14e1842;6c15b190;4ff35e5a;71d9a2e6;252326b6;83c900d1;706b12bc;4ddf5585;cac4e87a;b05a2bb6;827c937a;9b936f56;79e55ad5;dc82a25b;44c15076;5977e2cc;b069b390;da44a524;0
260;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;e36b47c6;6c74b63e;10;1;2;215;1300;0;717ABF44;49;E6;207f7248;10:54:00;0:00:05;349706;56c5b453;634d638;9b753bf7;741f813a;9fd50be8;38118be6;e805d3af;5d53de17;6241b01d;fb74b28;4923a9b8;7e2b2ab4;ed9c8bea;4b21aab2;24b0e2e9;a6a25a41;d4f501cc;91507297;dfc998cc;da44a521;0
261;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b36c50b0;0b05c63b;10;1;2;215;1300;0;A949B833;DE;C5;207f724d;10:54:05;0:00:05;349706;9fa581bc;88a97c58;359b5f25;7c2a92ef;efb7b77f;fe4974e6;aae780a4;36debb5e;54174d7d;d18fa14c;c7836af6;4bfc2da1;58bc845a;faafe60f;cf7b6afd;70c11228;6529b322;c931c25e;f2a7e09;da44a53e;0
262;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9ae1a99b;b99a1ea9;10;1;2;215;1300;0;CDEBCAFF;18;A3;207f7252;10:54:10;0:00:05;349706;e8844ee9;b1e227b;cfc1825b;84356390;3f9a630d;c4815de6;6dc92d9d;106898a5;45eeeade;936784f7;45e22c34;19cd2cba;c3dc7ccb;aa3c216b;7a46f312;3ae1ca0e;f55d6478;1125219;3e8b6346;da44a53b;0
263;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a5bea95f;f59aeb5a;10;1;2;215;1300;0;14E39133;85;45;207f7257;10:54:15;0:00:05;349706;31641bda;8d92c89b;69e8a588;8c3f733a;8f7c0883;8ab946e7;30acda92;e9f275eb;37c4883f;553ffa1b;c442ed72;e79e2fbb;2efc753b;59ca5cc8;25117b26;50081f4;859115ce;39f321e3;6dec4883;da44a530;0
264;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b36c50b0;0b05c63b;10;1;2;215;1300;0;A3707B11;3A;D3;207f725c;10:54:20;0:00:05;349706;7a43e907;10076eba;40ec93e;944a7cef;df5eb411;50f12fe7;f38e878a;c37c5332;299a259f;1716d1be;42a2aeb0;b56f2ec0;9a1d6dab;9589825;cfdc033a;cf2039db;15c5c724;71ccb1aa;9d4d2dc0;da44a54d;0
265;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a7337e55;55e7337a;10;1;2;215;1300;0;EAEBCAFF;09;E4;207f7261;10:54:25;0:00:05;349706;c323b670;927c14da;9e35ec6c;9c554d91;2f4161a7;172918e7;b6703483;9d073078;1b71c300;d8ee3722;c1016fed;8340213d;53d661b;b8e5d381;7aa78b4f;993ff1c1;a5fa787a;a9ae0175;ccae12fd;da44a54a;0
266;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;36853a8d;d8a35863;10;1;2;215;1300;0;63BEDA44;5D;9C;207f7266;10:54:30;0:00:05;349706;c02835d;14f0bb05;385b0fa2;a45f5d3a;7f230d35;dd6101e7;7952e178;76910dbf;d476061;9ac62d45;3f61312b;5111203e;705d5e8b;68730ede;25721363;635fa9a8;362e29d0;e18f913c;fc0ef83a;da44a547;0
267;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;722adc53;35cda227;10;1;2;215;1300;0;E5ABC655;67;73;207f726b;10:54:35;0:00:05;349706;54e2508e;97656125;d28132d7;ac6a2eef;cf05bac8;a399eae7;3c358e71;501beb05;ff1dfdc1;5c9e00e9;bdc0f269;1ee2233f;db7d56fb;18014a3a;d03d9b77;2d7e618e;c662db26;18686086;2b6fdd77;da44a55c;0
268;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;6fcc5c71;17c5ccf6;10;1;2;215;1300;0;B2EFE4DD;61;50;207f7270;10:54:40;0:00:05;349706;9dc21dfb;19da0744;6ca85605;b4743f91;1ee8665e;69d1d3e7;ff173b66;29a6c84c;f0f49b22;1e76660c;3c20b3a7;ecb3223c;469d4f6b;c78f8597;7b08238c;f79e1974;56968c7c;5049f041;5ad0c2b4;da44a559;0
269;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;bdbe256a;a652ebdb;10;1;2;215;1300;0;21B49A99;50;3A;207f7275;10:54:45;0:00:05;349706;e6a1eb24;9c4fad64;6ce79bb;bc7f0f3a;6eca13ec;3009bce7;c1f9e85e;330a592;e2ca3882;e04e5db0;ba8074e5;ba852539;b1bd47d8;771cc0f4;25d3aba0;c1bdd15b;e6ca3dd2;882a4008;8a31a7f1;da44a556;0
270;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9c767e91;19e767c9;10;1;2;215;1300;0;01EFE5DD;45;00;207f727a;10:54:50;0:00:05;349706;2f81b811;1ec35387;a0f59ce8;c48a18ef;beacbf62;f641a5e7;84db9557;dcba82d9;d4a0d5e3;a226b3db;38df3623;88562402;1cdd4048;26aafc50;d09e33b4;8bdd8941;76ffef28;c00bd7d3;b9928d2e;da44a553;0
271;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;70d6075d;d5706d07;10;1;2;215;1300;0;ADB07FBB;B5;0E;207f727f;10:54:55;0:00:05;349706;78608542;a138f9a7;3b1bc01e;cc94e991;e8e64f0;bc798ee7;47be424c;b644601f;c6777344;6401a97f;b73ff761;56272733;87fd38b8;d63837ad;7b69bbc8;55fd4128;733a07e;f8e4a79a;e8f3726a;da44a568;0
272;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;1a273fa0;0af372a1;10;1;2;215;1300;0;CED49622;B1;B0;207f7284;10:55:00;0:00:05;349706;c14052af;23ad9fc6;d542e34c;d49ff93a;5e711086;82b177e7;aa0ef45;8fcf3d66;b84d10a4;25d98ce2;359eb89f;23f82638;f31d3128;85c57309;263443dd;201cf90e;976751d4;30c63764;185357a7;da44a565;0
273;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;8dbf2d54;45d2fbd8;10;1;2;215;1300;0;D01080EE;6B;76;207f7289;10:55:05;0:00:05;349706;a1f1f98;a62145e6;6f680682;dcaacaef;ae53bc14;48e960e7;cd829c3d;69591aad;aa23ae05;e7b1e206;b3fe79dd;f1c91925;5e3e2998;3553ae66;d0ffcbf1;ea3cb0f4;279b032a;68a7872f;47b43ce4;da44a562;0
274;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c2e64f38;83f46e2c;10;1;2;215;1300;0;9E3ABE22;FE;50;207f728e;10:55:10;0:00:05;349706;52ffecc5;2896ec01;98e2a37;e4b4db91;fe3569ab;f2149e7;90644932;42e3f7f3;9bfa4b66;a989d9a9;325e3b1b;bf9a1836;c95e2208;e4e1e9c3;7bca5405;b45b68db;b7cfb481;a08016f6;77152221;da44a57f;0
275;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;aa2426e2;2e6242aa;10;1;2;215;1300;0;DF528EFF;1F;9E;207f7293;10:55:15;0:00:05;349706;9bdeba36;ab0b9221;a3b54d65;ecbfab3a;4e181539;d55932e7;5347f62b;1c6ed53a;8dd0e8c6;6b613fcd;b0bdfc59;8d6b1b46;347e1a78;946e251f;2695dc1a;7e7b20c1;480365d7;d761e6b1;a676075e;da44a575;0
276;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b475fa9c;c9af574b;10;1;2;215;1300;0;80E9BA88;13;EC;207f7298;10:55:20;0:00:05;349706;e4be8763;2d7f3840;3ddb709b;f4c9b4ef;9dfac2cf;9b911be7;1629a320;f5f8b280;7fa68627;2d391570;2f1dbd97;5b3c1a47;9f9e12e8;43fc607c;d160642e;489ad8a8;d838172d;f427678;d5d7ec9b;da44a572;0
277;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;968329b9;9b923869;10;1;2;215;1300;0;E77ED822;D6;7D;207f729d;10:55:25;0:00:05;349706;2d9d544c;aff4de60;d80293c8;fcd48591;eddc6e5d;61c904e7;d90b5019;cf828fc7;717d2387;ef110894;ad7c7ed4;290d1db7;abe0b59;f38a9bd8;7c2bec42;12ba908e;686cc883;4723c5c2;538d1d8;da44a58f;0
278;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;58d68b52;25b86d85;10;1;2;215;1300;0;4558B244;AB;46;207f72a2;10:55:30;0:00:05;349706;767d21b9;32698483;7228b77e;4df953a;3dbe1bd3;2800ede7;9bedfd11;a90c6d0d;6353c0e8;b0e86e3f;2bdc4012;f6de1ca6;75de03c9;a318d735;26f67457;dcd94874;f8a079d9;7ffd558d;3498b715;da44a584;0
279;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;42fe0ce8;8ec0ef24;10;1;2;215;1300;0;7D8DD6BB;0C;BC;207f72a7;10:55:35;0:00:05;349706;bf5ceeea;b4dd2aa3;c4edaac;ce966ec;8da1c761;ee38d6e7;5ed0aa06;82974a54;55295e49;72c045a3;aa3b0150;c4af1fa5;e0fefc39;52a51292;d1c1fc6b;a6f9005b;88d42b2f;b7de2554;63f99c52;da44a581;0
